_id,id,asset_id,location,alternative_name,type,location_details,url,address,PostedDate,AssetName,Reason,Comments,Status,geometry,,,,,,,,,,Type of Fountains,,,
57,3853,989055,Biidaasige Park,Biidaasige Park Reaching Racoon Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located on the pathway north of the Reaching Racoon,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/beaches-gardens-attractions/biidaasige-park/,51 Commissioners St,2026-05-28T11:47:01,Biidaasige Park Reaching Racoon Drinking Water Station,None,None,1,"{""coordinates"": [[-79.34886307, 43.646556690000004]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
58,3853,989015,Biidaasige Park,Biidaasige Park West Dog Off-Leash Area Drinking Water Station,"Bottle Filling Station, Drinking Fountain, Dog Fountain",Located in the west dog off-leash area.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/beaches-gardens-attractions/biidaasige-park/,51 Commissioners St,2026-05-28T11:46:28,Biidaasige Park West Dog Off-Leash Area Drinking Water Station,None,None,1,"{""coordinates"": [[-79.35186983, 43.645213590000004]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
59,3853,989053,Biidaasige Park,Biidaasige Park Badlands Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located at the west entrance to the Badlands play area.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/beaches-gardens-attractions/biidaasige-park/,51 Commissioners St,2026-05-28T11:45:34,Biidaasige Park Badlands Drinking Water Station,None,None,1,"{""coordinates"": [[-79.35056963, 43.64534654]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
60,1882,2327,ETOBICOKE VALLEY PARK,Etobicoke Valley Park Baseball Diamond Drinking Fountain,Drinking Fountain,Located at the north end of the park near the washroom building.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1882,90 Lothian Ave  ,2026-05-28T07:31:08,Etobicoke Valley Park Baseball Diamond Drinking Fountain,None,None,1,"{""coordinates"": [[-79.55691339, 43.6042823]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
61,2077,18683,Jean Augustine Park,Jean Augustine Park Drinking Fountain,Drinking Fountain,"Located in the centre of the park, west of the pathway intersection.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2077,2115 Lake Shore Blvd  W ,2026-05-28T07:26:27,Jean Augustine Park Drinking Fountain,None,None,1,"{""coordinates"": [[-79.477683, 43.6282224]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
62,924,77116,Prince of Wales Park,Prince of Wales Splash Pad Drinking Fountain ,Drinking Fountain,Located next to the splash pad.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=924,1 Third St  ,2026-05-28T07:26:05,Prince of Wales Splash Pad Drinking Fountain ,None,None,1,"{""coordinates"": [[-79.49903786, 43.59998746]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
63,734,2697,Plunkett Park,Plunkett Park Playground Drinking Fountain,Drinking Fountain,Located south of the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=734,188 Plunkett Rd  ,2026-05-27T11:18:45,Plunkett Park Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.57132800999999, 43.76265696]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
64,2576,2651,Royal Rouge Tot Lot,Royal Rouge Tot Lot Playground Drinking Fountain,Drinking Fountain,Located east of the playground along the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2576,65 Royal Rouge Trl  ,2026-05-26T13:55:28,Royal Rouge Tot Lot Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.14675701, 43.80071036]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
65,708,102015,Major Abbas Ali Park,Major Abbas Ali Park Bottle Filling Station,Bottle Filling Station,Located east of the tennis courts along the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=708,180 Mclevin Ave  ,2026-05-26T13:55:06,Major Abbas Ali Park Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.23124211, 43.803722289999996]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
66,2593,102219,Malvern Park,Malvern Park Baseball Diamond Drinking Fountain,Drinking Fountain,Located east of the baseball diamond along the parking lot.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2593,36 Sewells Rd  ,2026-05-26T13:54:26,Malvern Park Baseball Diamond Drinking Fountain,None,None,1,"{""coordinates"": [[-79.21674378, 43.80986275]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
67,2025,103363,Heron Park,Heron Park Tennis Court Drinking Fountain,Drinking Fountain,"Located east of the tennis courts, between the tennis courts and the outdoor pool.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2025,292 Manse Rd,2026-05-26T13:53:31,Heron Park Tennis Club Drinking Fountain,Maintenance/Repairs,Fountatin requiring repairs,2,"{""coordinates"": [[-79.17789475000001, 43.76920578]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
68,1079,2342,East Point Park,East Point Park East Baseball Diamonds Drinking Fountain ,Drinking Fountain,Located on the pathway between the baseball diamonds east of the park building.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1079,101 Copperfield Rd  ,2026-05-26T13:52:35,East Point Park East Baseball Diamonds Drinking Fountain ,Maintenance/Repairs,Fountains leaking - need repair,2,"{""coordinates"": [[-79.16223898, 43.76013283]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
69,560,18696,BOTANY HILL PARK,Botany Hill Park Drinking Fountain,Drinking Fountain,Located on the pathway south of the tennis court entrance.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=560,277 Orton Park Rd,2026-05-26T13:51:55,Botany Hill Park Drinking Fountain,None,None,1,"{""coordinates"": [[-79.21088982, 43.77759771]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
70,543,41113,Thomson Memorial Park,Thomson Memorial Park North Washroom Bottle Filling Station,Bottle Filling Station,Located outside the north washroom building of the park. ,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=543,1005 Brimley Rd  ,2026-05-26T13:48:58,Thomson Memorial Park North Washroom Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.25506818, 43.759043]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
71,441,102275,Warden Woods Park,Warden Woods Park Dog Off-Leash Area Dog Fountain,Dog Fountain,Located inside the dog off-leash area.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=441,125 Pharmacy Ave  ,2026-05-26T13:37:09,Warden Woods Park Dog Off-Leash Area Dog Fountain,None,None,1,"{""coordinates"": [[-79.28431525, 43.6982269]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
72,626,102279,Terraview Park,Terraview Park Playground Drinking Fountain,Drinking Fountain,Located south of the playground on the east side of the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=626,1625 Pharmacy Ave  ,2026-05-26T13:36:20,Terraview Park Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.3112358, 43.76599334]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
73,2472,2195,L'Amoreaux North Park,L'Amoreaux North Park Baseball Diamond Drinking Fountain,Drinking Fountain,Located to the east of the baseball diamond.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2472,1900 Mcnicoll Ave  ,2026-05-26T13:35:24,L'Amoreaux North Park Baseball Diamond Drinking Fountain,None,None,1,"{""coordinates"": [[-79.30435287, 43.81368175]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
74,978,102138,Madelaine Park,Madelaine Park Bottle Filling Station,Bottle Filling Station,"Located next to the outdoor fitness equipment, south of the playground.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=978,20 Madelaine Ave  ,2026-05-26T13:34:31,Madelaine Park Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.28538918000001, 43.69262737]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
75,794,2638,Scarden Park,Scarden Park Playground Drinking Fountain,Drinking Fountain,Located west of the playground along Warden Avenue.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=794,1649 Warden Ave  ,2026-05-26T13:34:00,Scarden Park Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.30556955, 43.77452585]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
76,3671,102153,GECo Park,GECo Park Bottle Filling Station,Bottle Filling Station,Located at the west end of the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3671,100 Cleanside Rd   ,2026-05-26T13:33:05,GECo Park Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.27934048, 43.718082720000005]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
77,704,2136,Maryvale Park,Maryvale Park Tennis Court Drinking Fountain,Drinking Fountain,Located at the entrance to the tennis courts.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=704,5 Trestleside Grv  ,2026-05-26T11:47:41,Maryvale Park Tennis Court Drinking Fountain,None,None,1,"{""coordinates"": [[-79.30621612, 43.753862219999995]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
78,614,78214,Lochleven Park,Lochleven Park Playground Drinking Fountain,Drinking Fountain,Located south of the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=614,50 Lochleven Dr  ,2026-05-26T11:21:00,Lochleven Park Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.22134147999999, 43.73936922]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
79,3730,95210,Joshua Glover Park,Joshua Glover Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain, Dog Fountain",On the pathway next to playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3730,25 Ackley Hts,2026-05-26T09:09:10,Joshua Glover Park Drinking Water Station,None,None,1,"{""coordinates"": [[-79.51308131, 43.66062041]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
80,736,102250,QUEEN'S GREENBELT,Queen's Greenbelt Drinking Fountain,Drinking Fountain,Located at the entrance of the park off of Queen's Drive.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=736,600 Queen's Dr,2026-05-26T08:46:18,Queen's Greenbelt Drinking Fountain,None,None,1,"{""coordinates"": [[-79.48729947, 43.711416199999995]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
81,315,102172,Primrose Avenue Parkette,Primrose Avenue Parkette Wading Pool Drinking Fountain,Drinking Fountain,Located east of the wading pool.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=315,120 Primrose Ave  ,2026-05-26T08:42:27,Primrose Avenue Parkette Wading Pool Drinking Fountain,None,None,1,"{""coordinates"": [[-79.44608421, 43.671546670000005]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
82,1466,2286,Gulliver Park,Gulliver Park Drinking Fountain,Drinking Fountain,Located north of the baseball diamond.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1466,59 Hearst Cir  ,2026-05-26T08:36:04,Gulliver Park Drinking Fountain,None,None,1,"{""coordinates"": [[-79.47950169, 43.69865135]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
83,1448,102101,Woolner Park,Woolner Park Basketball Court Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located along  the pathway southeast of the basketball courts.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1448,735 Jane St  ,2026-05-26T08:34:31,Woolner Park Basketball Court Drinking Water Station,None,None,1,"{""coordinates"": [[-79.49267374, 43.67098338]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
84,941,13253,Cummer Park,Cummer Park Baseball Diamond Drinking Fountain,Drinking Fountain,Located on the pathway between the baseball diamond and the Community Centre.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=941,823 Cummer Ave  ,2026-05-26T08:04:47,Cummer Park Baseball Diamond Drinking Fountain,None,None,1,"{""coordinates"": [[-79.37219417, 43.79953786]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
85,718,989133,Parkway Forest Park,Parkway Forest Park South Playground Bottle Filling Station,Bottle Filling Station,Located on the pathway near the south playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=718,80 Parkway Forest Dr,2026-05-26T08:04:28,Parkway Forest Park South Playground Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.34208916, 43.769822870000006]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
86,718,989134,Parkway Forest Park,Parkway Forest Park Off-leash Area Bottle Filling Station,Bottle Filling Station,Located outside the entrance to the off-leash area.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=718,80 Parkway Forest Dr,2026-05-26T08:04:15,Parkway Forest Park Off-leash Area Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.34295424, 43.77013078]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
87,696,2733,Muirhead Park,Muirhead Park Drinking Fountain,Drinking Fountain,"Located south of the playground, west along the pathway.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=696,65 Muirhead Rd  ,2026-05-26T08:04:00,Muirhead Park Drinking Fountain,None,None,1,"{""coordinates"": [[-79.33731003, 43.77979001]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
88,2574,2653,Rowena Park,Rowena Park Playground Drinking Fountain,Drinking Fountain,Located north of the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2574,75 Rowena Dr  ,2026-05-26T08:03:45,Rowena Park Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.31594968, 43.75043289]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
89,1501,102095,Leonard Linton Park,Leonard Linton Park Bottle Filling Station,Bottle Filling Station,Located between the playground and the basketball court along the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1501,60 Research Rd  ,2026-05-26T08:03:32,Leonard Linton Park Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.35425326000001, 43.7134119]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
90,518,18663,Bellbury Park,Bellbury Park Drinking Fountain,Drinking Fountain,Located on the pathway next to the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=518,55 Van Horne Ave  ,2026-05-26T08:03:21,Bellbury Park Drinking Fountain,None,None,1,"{""coordinates"": [[-79.36166704, 43.78420458]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
91,659,13275,Hendon Park,Hendon Park Drinking Fountain,Drinking Fountain,Located on the west side of the pathway south of the washroom building.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=659,50 Hendon Ave  ,2026-05-26T08:03:09,Hendon Park Drinking Fountain,None,None,1,"{""coordinates"": [[-79.4212094, 43.78093956]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
92,644,13271,Goulding Park,Goulding Park Patricia Avenue Drinking Fountain,Drinking Fountain,"Located on the west side of the pathway, 30 metres north of Patricia Avenue.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=644,80 Patricia Ave  ,2026-05-26T08:02:53,Goulding Park Patricia Avenue Drinking Fountain,None,None,1,"{""coordinates"": [[-79.42230287000001, 43.7896545]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
93,644,13273,Goulding Park,Goulding Park Bocce Court Drinking Fountain,Drinking Fountain,Located on the pathway on the west side of the bocce courts.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=644,80 Patricia Ave  ,2026-05-26T08:02:39,Goulding Park Bocce Court Drinking Fountain,None,None,1,"{""coordinates"": [[-79.42252622, 43.79157401]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
